id,text
0188.jpeg,Dawn
0188.jpeg,Sh.
0188.jpeg,K
0188.jpeg,Sanjay
0188.jpeg,Murthy
0188.jpeg,Prof.
0188.jpeg,Anil
0188.jpeg,D.
0188.jpeg,Sahasrabudhe
0188.jpeg,Dr.
0188.jpeg,Abhay
0188.jpeg,Jere
0188.jpeg,Dr.
0188.jpeg,Anand
0188.jpeg,Deshpande
0188.jpeg,Higher
0188.jpeg,"tion,"
0188.jpeg,","
0188.jpeg,AICTE
0188.jpeg,Chief
0188.jpeg,Innovation
0188.jpeg,"Officer,"
0188.jpeg,Chairman
0188.jpeg,and
0188.jpeg,"MD,"
0188.jpeg,Ministry
0188.jpeg,of
0188.jpeg,Education
0188.jpeg,nistry
0188.jpeg,of
0188.jpeg,Educatio
0188.jpeg,Ministry
0188.jpeg,of
0188.jpeg,Innovation
0188.jpeg,Cell
0188.jpeg,Persistent
0188.jpeg,Systems
0188.jpeg,Broadcast
0188.jpeg,Partner
0188.jpeg,Partner
0188.jpeg,aws
0188.jpeg,——7
0188.jpeg, 
0189.jpeg,SOMATYA
0189.jpeg,»VIDYAVIHAR
0189.jpeg, 
0189.jpeg,Q
0189.jpeg,>
0189.jpeg,Somaiya
0189.jpeg,Institute
0189.jpeg,of
0189.jpeg,Engineering
0189.jpeg,&
0189.jpeg,Information
0189.jpeg,Technology
0189.jpeg,An
0189.jpeg,Autonomous
0189.jpeg,Institute
0189.jpeg,permanently
0189.jpeg,affiliated
0189.jpeg,to
0189.jpeg,University
0189.jpeg,of
0189.jpeg,Mumbai.
0189.jpeg,Gniversity
0189.jpeg,of
0189.jpeg, 
0189.jpeg,Organizes
0189.jpeg,"5"""
0189.jpeg,IEEE-International
0189.jpeg,Conference
0189.jpeg,on
0189.jpeg,Advances
0189.jpeg,in
0189.jpeg,Science
0189.jpeg,and
0189.jpeg,Technology
0189.jpeg,(ICAST)-2022
0189.jpeg,CERTIFICATE
0189.jpeg,This
0189.jpeg,is
0189.jpeg,to
0189.jpeg,certify
0189.jpeg,that
0189.jpeg, 
0189.jpeg,Ruchir
0189.jpeg,Jadhav
0189.jpeg,has
0189.jpeg,participated/presented
0189.jpeg,a
0189.jpeg,paper
0189.jpeg,titled
0189.jpeg,An
0189.jpeg,Approach
0189.jpeg,to
0189.jpeg,Travel
0189.jpeg,Recommendation
0189.jpeg,System
0189.jpeg,and
0189.jpeg,Route
0189.jpeg,Optimizer
0189.jpeg,using
0189.jpeg,Al
0189.jpeg,“5
0189.jpeg,IEEE
0189.jpeg,International
0189.jpeg,Conference
0189.jpeg,on
0189.jpeg,Advances
0189.jpeg,in
0189.jpeg,Science
0189.jpeg,and
0189.jpeg,Technology
0189.jpeg,Published
0189.jpeg,at
0189.jpeg,IEEE
0189.jpeg,Xplore
0189.jpeg,on
0189.jpeg,g
0189.jpeg,and
0189.jpeg,Information
0189.jpeg,Technology
0189.jpeg,(KJSIEIT)
0189.jpeg,","
0189.jpeg,(ICAST)-2022”
0189.jpeg,organized
0189.jpeg,by
0189.jpeg,KJ
0189.jpeg,Somaiya
0189.jpeg,Institute
0189.jpeg,of
0189.jpeg,Engineerin
0189.jpeg,"Sion,"
0189.jpeg,Mumbai-22
0189.jpeg,in
0189.jpeg,association
0189.jpeg,with
0189.jpeg,University
0189.jpeg,of
0189.jpeg,Mumbai
0189.jpeg,and
0189.jpeg,technically
0189.jpeg,co-sponsored
0189.jpeg,by
0189.jpeg,IEEE
0189.jpeg,Bombay
0189.jpeg,Section
0189.jpeg,on
0189.jpeg,2™
0189.jpeg,and
0189.jpeg,3°
0189.jpeg,of
0189.jpeg,"December,"
0189.jpeg,2022.
0189.jpeg,Dr.
0189.jpeg,Sunita
0189.jpeg,Dr.
0189.jpeg,Suresh
0189.jpeg,K.
0189.jpeg,Ukarande.
0189.jpeg,Chairperson-ICAST
0189.jpeg,2022
0189.jpeg,"Principal,"
0189.jpeg,KJSIEIT
0189.jpeg,Convenor-ICAST
0189.jpeg,2022
0189.jpeg,Vice
0189.jpeg,"Principal,"
0189.jpeg,KJSIEIT
0189.jpeg, 
019.jpeg,Certificate
019.jpeg,of
019.jpeg,Participation
019.jpeg,Presented
019.jpeg,to
019.jpeg,Deep
019.jpeg,a
019.jpeg,for
019.jpeg,successfully
019.jpeg,completing
019.jpeg,a
019.jpeg,one-month
019.jpeg,internship
019.jpeg,program
019.jpeg,on
019.jpeg,"Azure,"
019.jpeg,Java
019.jpeg,and
019.jpeg,Web
019.jpeg,Development
019.jpeg,from
019.jpeg,December
019.jpeg,2022
019.jpeg,to
019.jpeg,January
019.jpeg,2023
019.jpeg,Department
019.jpeg,of
019.jpeg,Computer
019.jpeg,Engineering
019.jpeg,In
019.jpeg,Association
019.jpeg,with
019.jpeg,Claidroid
019.jpeg,Technologies
019.jpeg,Pvt.
019.jpeg,"Ltd.,"
019.jpeg,The
019.jpeg,Institution
019.jpeg,of
019.jpeg,Engineering
019.jpeg,and
019.jpeg,Technology
019.jpeg,(IET)
019.jpeg,&
019.jpeg,Industry
019.jpeg,Institute
019.jpeg,Interaction
019.jpeg,Cell
019.jpeg,of
019.jpeg,"KJSIT,"
019.jpeg,Mumbai
019.jpeg,@®
019.jpeg,©
019.jpeg,Vinay
019.jpeg,Sawarkar
019.jpeg,CEO)
019.jpeg,Claidroid
019.jpeg,Technologies
019.jpeg,Pvt
019.jpeg,Ltd
019.jpeg,CTPL/Internship/Comp/0120231581
019.jpeg, 
0190.jpeg,   
0190.jpeg,   
0190.jpeg, 
0190.jpeg, 
0190.jpeg,ATHARVA
0190.jpeg,EDUCATIONAL
0190.jpeg,TRUST'S
0190.jpeg,Ste
0190.jpeg,ATHARVA
0190.jpeg,COLLEGE
0190.jpeg,OF
0190.jpeg,ENGINEERING
0190.jpeg,(APPROVED
0190.jpeg,BY
0190.jpeg,"AICTE,"
0190.jpeg,RECOGNIZED
0190.jpeg,BY
0190.jpeg,GOVERNMENT
0190.jpeg,OF
0190.jpeg,INNOVATION
0190.jpeg,MAHARASHTRA
0190.jpeg,COUNCIL
0190.jpeg,COLLEGE
0190.jpeg,OF
0190.jpeg,ENGINEERING
0190.jpeg,&
0190.jpeg,AFFILIATED
0190.jpeg,TO
0190.jpeg,UNIVERSITY
0190.jpeg,OF
0190.jpeg,MUMBAI
0190.jpeg,-
0190.jpeg,ESTD.
0190.jpeg,1999
0190.jpeg,-
0190.jpeg,2000)
0190.jpeg,Cary
0190.jpeg,oF
0190.jpeg,HD
0190.jpeg,ave)
0190.jpeg,ISO
0190.jpeg,21001:
0190.jpeg,2018
0190.jpeg,ISO
0190.jpeg,14001
0190.jpeg,:
0190.jpeg,2015
0190.jpeg,ISO
0190.jpeg,9001
0190.jpeg,:
0190.jpeg,2015
0190.jpeg,ACE/PROJECTATHON/CMPN/FR/---/22-23
0190.jpeg,DEPARTMENT
0190.jpeg,OF
0190.jpeg,COMPUTER
0190.jpeg,ENGINEERING
0190.jpeg,AWARD
0190.jpeg,CERTIFICATE
0190.jpeg,This
0190.jpeg,is
0190.jpeg,to
0190.jpeg,certify
0190.jpeg,that
0190.jpeg,Ruchita
0190.jpeg,Sathe
0190.jpeg,from
0190.jpeg,K.J
0190.jpeg,Somaiya
0190.jpeg,Institute
0190.jpeg,of
0190.jpeg,Technology
0190.jpeg,has
0190.jpeg,been
0190.jpeg,awarded
0190.jpeg,CONSOLATION
0190.jpeg,PRIZE
0190.jpeg,in
0190.jpeg,the
0190.jpeg,PROJECTATHON
0190.jpeg,NATIONAL
0190.jpeg,LEVEL
0190.jpeg,PROJECT
0190.jpeg,COMPETITION
0190.jpeg,"2023,"
0190.jpeg,held
0190.jpeg,on
0190.jpeg,3rd
0190.jpeg,April
0190.jpeg,2023
0190.jpeg,organized
0190.jpeg,by
0190.jpeg,Department
0190.jpeg,of
0190.jpeg,Computer
0190.jpeg,"Engineering,"
0190.jpeg,Atharva
0190.jpeg,College
0190.jpeg,of
0190.jpeg,"Engineering,Mumbai"
0190.jpeg,pile
0190.jpeg,Dr.
0190.jpeg,Suvarna
0190.jpeg,Pansambal
0190.jpeg,Dr.
0190.jpeg,Ramesh
0190.jpeg,"HOD,CMPN"
0190.jpeg,Kulkarni
0190.jpeg,"Principal,ACE"
0190.jpeg, 
0190.jpeg,   
0190.jpeg, 
0190.jpeg,  
0190.jpeg,  
0190.jpeg, 
0191.jpeg,Ors
0191.jpeg,SOMAIYA
0191.jpeg,|
0191.jpeg,=
0191.jpeg,T
0191.jpeg,The
0191.jpeg,Institution
0191.jpeg,of
0191.jpeg,s
0191.jpeg,VIDYAVIHAR
0191.jpeg,Engineering
0191.jpeg,and
0191.jpeg,Technology
0191.jpeg,“ye
0191.jpeg,iS
0191.jpeg,K
0191.jpeg,J
0191.jpeg,Somaiya
0191.jpeg,Institute
0191.jpeg,of
0191.jpeg,Technology
0191.jpeg,Participation
0191.jpeg,Certificate
0191.jpeg,oF
0191.jpeg,Samyak
0191.jpeg,Jasani
0191.jpeg,has
0191.jpeg,participated
0191.jpeg,in
0191.jpeg,National
0191.jpeg,Level
0191.jpeg,Poster
0191.jpeg,cum
0191.jpeg,Project
0191.jpeg,Competition
0191.jpeg,“KJSIT-IET-INTECH
0191.jpeg,2K23”
0191.jpeg,organized
0191.jpeg,by
0191.jpeg,K
0191.jpeg,J
0191.jpeg,Somaiya
0191.jpeg,Institute
0191.jpeg,of
0191.jpeg,"Technology,"
0191.jpeg,"Sion,"
0191.jpeg,Mumbai
0191.jpeg,in
0191.jpeg,association
0191.jpeg,with
0191.jpeg,The
0191.jpeg,Institution
0191.jpeg,of
0191.jpeg,Engineering
0191.jpeg,and
0191.jpeg,"Technology,"
0191.jpeg,Mumbai
0191.jpeg,Local
0191.jpeg,Network
0191.jpeg, 
0191.jpeg,on
0191.jpeg,March
0191.jpeg,"25,"
0191.jpeg,2023
0191.jpeg,pee
0191.jpeg,Mr.
0191.jpeg,Vikrant
0191.jpeg,Sankhe
0191.jpeg,Dr.
0191.jpeg,Sunita
0191.jpeg,Patil
0191.jpeg,Dr.
0191.jpeg,Suresh
0191.jpeg,Ukarande
0191.jpeg,"Chairman,"
0191.jpeg,IET
0191.jpeg,Mumbai
0191.jpeg,LN
0191.jpeg,Vice
0191.jpeg,"Principal,"
0191.jpeg,KJSIEIT
0191.jpeg,"Principal,"
0191.jpeg,KJSIEIT
0191.jpeg, 
0192.jpeg,SOMAIYA
0192.jpeg, 
0192.jpeg, 
0192.jpeg,~
0192.jpeg,VID
0192.jpeg,YAVIHAR
0192.jpeg,ae
0192.jpeg,K
0192.jpeg,J
0192.jpeg,Somaiya
0192.jpeg,Institute
0192.jpeg,of
0192.jpeg,Engineering
0192.jpeg,&
0192.jpeg,Information
0192.jpeg,Technology
0192.jpeg,An
0192.jpeg,Autonomous
0192.jpeg,Institute
0192.jpeg,permanently
0192.jpeg,affiliated
0192.jpeg,to
0192.jpeg,University
0192.jpeg,of
0192.jpeg,Mumbai.
0192.jpeg,University
0192.jpeg,of
0192.jpeg,bai
0192.jpeg,umbat
0192.jpeg,Organizes
0192.jpeg,h
0192.jpeg,.
0192.jpeg,"5"""
0192.jpeg,IEEE-International
0192.jpeg,Conference
0192.jpeg,on
0192.jpeg,Advances
0192.jpeg,in
0192.jpeg,Science
0192.jpeg,and
0192.jpeg,Technology
0192.jpeg,(ICAST)-2022
0192.jpeg,CERTIFICATE
0192.jpeg,@
0192.jpeg,IEEE
0192.jpeg,This
0192.jpeg,is
0192.jpeg,to
0192.jpeg,certify
0192.jpeg,that
0192.jpeg, 
0192.jpeg,Saumya
0192.jpeg,Shah
0192.jpeg,has
0192.jpeg,participated/presented
0192.jpeg,a
0192.jpeg,paper
0192.jpeg,titled
0192.jpeg,Feedback
0192.jpeg,Based
0192.jpeg,Telecom
0192.jpeg,Churn
0192.jpeg,Prediction
0192.jpeg,Using
0192.jpeg,Machine
0192.jpeg,Learning
0192.jpeg,Published
0192.jpeg,at
0192.jpeg,IEEE
0192.jpeg,Xplore
0192.jpeg,on
0192.jpeg,IEEE
0192.jpeg,International
0192.jpeg,Conference
0192.jpeg,on
0192.jpeg,Advances
0192.jpeg,in
0192.jpeg,Science
0192.jpeg,and
0192.jpeg,Technology
0192.jpeg,(ICAST)-2022
0192.jpeg,”
0192.jpeg,organized
0192.jpeg,by
0192.jpeg,K
0192.jpeg,J
0192.jpeg,Somaiya
0192.jpeg,Institute
0192.jpeg,of
0192.jpeg,Engineering
0192.jpeg,and
0192.jpeg,Information
0192.jpeg,Technology
0192.jpeg,(KJSIEIT)
0192.jpeg,","
0192.jpeg,"Sion,"
0192.jpeg,Mumbai-22
0192.jpeg,in
0192.jpeg,association
0192.jpeg,with
0192.jpeg,University
0192.jpeg,of
0192.jpeg,Mumbai
0192.jpeg,and
0192.jpeg,technically
0192.jpeg,co-sponsored
0192.jpeg,by
0192.jpeg,IEEE
0192.jpeg,Bombay
0192.jpeg,Section
0192.jpeg,on
0192.jpeg,2”
0192.jpeg,and
0192.jpeg,"3"""
0192.jpeg,of
0192.jpeg,"December,"
0192.jpeg,2022.
0192.jpeg,Dr.
0192.jpeg,Suresh
0192.jpeg,K.
0192.jpeg,Ukarande
0192.jpeg,Chairperson-ICAST
0192.jpeg,2022
0192.jpeg,"Principal,"
0192.jpeg,KJSIEIT
0192.jpeg,Dr.
0192.jpeg,Sunita
0192.jpeg,R.
0192.jpeg,Patil
0192.jpeg,Convenor-ICAST
0192.jpeg,2022
0192.jpeg,Vice
0192.jpeg,"Principal,"
0192.jpeg,KJSIEIT
0192.jpeg, 
0193.jpeg,Certificate
0193.jpeg,no:
0193.jpeg,UC-1529614e-8e01-4eea-9383-8e259e2ebc3b
0193.jpeg,U
0193.jpeg,a
0193.jpeg,eC
0193.jpeg,mM
0193.jpeg,Certificate
0193.jpeg,url:
0193.jpeg,ude.my/UC-1529614e-8e01-4eea-9383-8e259e2ebc3b
0193.jpeg,Reference
0193.jpeg,Number:
0193.jpeg,0004
0193.jpeg,CERTIFICATE
0193.jpeg,OF
0193.jpeg,COMPLETION
0193.jpeg,Tailwind
0193.jpeg,CSS
0193.jpeg,3|
0193.jpeg,Learn
0193.jpeg,By
0193.jpeg,Building
0193.jpeg,Multiple
0193.jpeg,Projects
0193.jpeg,A-Z
0193.jpeg,Instructors
0193.jpeg,Kazi
0193.jpeg,Ariyan
0193.jpeg,Shrinil
0193.jpeg,Dhorda
0193.jpeg,Date
0193.jpeg,April
0193.jpeg,"12,"
0193.jpeg,2023
0193.jpeg,Length
0193.jpeg,19.5
0193.jpeg,total
0193.jpeg,hours
0194.jpeg, 
0194.jpeg,   
0194.jpeg,BOLT
0194.jpeg,Certificate
0194.jpeg,of
0194.jpeg,Completion
0194.jpeg,This
0194.jpeg,is
0194.jpeg,to
0194.jpeg,certify
0194.jpeg,that
0194.jpeg,Mr./Ms.
0194.jpeg,Shrinil
0194.jpeg,"Dhorda,"
0194.jpeg,a
0194.jpeg,student
0194.jpeg,of
0194.jpeg,KJ
0194.jpeg,Somaiya
0194.jpeg,Institute
0194.jpeg,of
0194.jpeg,Technology.
0194.jpeg,has
0194.jpeg,scored
0194.jpeg,80.00%
0194.jpeg,and
0194.jpeg,successfully
0194.jpeg,completed
0194.jpeg,the
0194.jpeg,2
0194.jpeg,Months
0194.jpeg,training
0194.jpeg,on
0194.jpeg,Web
0194.jpeg,Development.
0194.jpeg,)
0194.jpeg,coh
0194.jpeg,09/04/2023
0194.jpeg,Date
0194.jpeg,Rahul
0194.jpeg,Singh
0194.jpeg,Pranav
0194.jpeg,Pai
0194.jpeg,Vernekar
0194.jpeg,\
0194.jpeg,"Mentor,"
0194.jpeg,Bolt
0194.jpeg,loT
0194.jpeg,"CEO,"
0194.jpeg,Bolt
0194.jpeg,loT
0194.jpeg,To
0194.jpeg,verify
0194.jpeg,this
0194.jpeg,"certificate,"
0194.jpeg,please
0194.jpeg,e-mail
0194.jpeg,to
0194.jpeg,support@boltiot.com
0194.jpeg,with
0194.jpeg,the
0194.jpeg,code
0194.jpeg,below:
0194.jpeg,6A42B90A93517509E001BB47B89F93
0194.jpeg, 
0194.jpeg, 
0195.jpeg,MES
0195.jpeg,®
0195.jpeg,%
0195.jpeg,ed
0195.jpeg,9
0195.jpeg,Z
0195.jpeg,re}
0195.jpeg,rs
0195.jpeg,Oo
0195.jpeg,<2
0195.jpeg,XPLORE
0195.jpeg,COMPLIANT
0195.jpeg,ISBN
0195.jpeg,979-8-3503-9728-4
0195.jpeg,ICOEI
0195.jpeg,This
0195.jpeg,certificate
0195.jpeg,is
0195.jpeg,awarded
0195.jpeg,to
0195.jpeg,Shriyans
0195.jpeg,Shailesh
0195.jpeg,Naik
0195.jpeg,have
0195.jpeg,successfully
0195.jpeg,presented
0195.jpeg,the
0195.jpeg,paper
0195.jpeg,entitled
0195.jpeg,A
0195.jpeg,Study
0195.jpeg,on
0195.jpeg,Deploying
0195.jpeg,Smart
0195.jpeg,and
0195.jpeg,Predictive
0195.jpeg,Industry
0195.jpeg,Maintenance
0195.jpeg,System
0195.jpeg,at
0195.jpeg,the
0195.jpeg,7th
0195.jpeg,International
0195.jpeg,Conference
0195.jpeg,on
0195.jpeg,Trends
0195.jpeg,in
0195.jpeg,Electronics
0195.jpeg,and
0195.jpeg,Informatics
0195.jpeg,(ICOE!
0195.jpeg,2023)
0195.jpeg,organized
0195.jpeg,by
0195.jpeg,SCAD
0195.jpeg,College
0195.jpeg,of
0195.jpeg,Engineering
0195.jpeg,and
0195.jpeg,"Technology,"
0195.jpeg,"Cheranmahadevi,"
0195.jpeg,"Tirunelveli,"
0195.jpeg,India
0195.jpeg,on
0195.jpeg,"11-13,"
0195.jpeg,April
0195.jpeg,2023.
0195.jpeg,Session
0195.jpeg,Chair
0195.jpeg,Organizing
0195.jpeg,Secretary
0195.jpeg,Dr.
0195.jpeg,R.
0195.jpeg,Karthik
0195.jpeg,Ganesh
0195.jpeg,Dr.
0195.jpeg,K.
0195.jpeg,Jeyakumar
0195.jpeg, 
0196.jpeg,Certificate
0196.jpeg,of
0196.jpeg,Participation
0196.jpeg,Presented
0196.jpeg,to
0196.jpeg,successfully
0196.jpeg,completing
0196.jpeg,a
0196.jpeg,one
0196.jpeg,internship
0196.jpeg,program
0196.jpeg,on
0196.jpeg,"Azure,"
0196.jpeg,Java
0196.jpeg,and
0196.jpeg,Web
0196.jpeg,Development
0196.jpeg,prom
0196.jpeg,December
0196.jpeg,2022
0196.jpeg,to
0196.jpeg,January
0196.jpeg,2023
0196.jpeg,Organized
0196.jpeg,bay
0196.jpeg,Department
0196.jpeg,of
0196.jpeg,Computer
0196.jpeg,Engineering
0196.jpeg,In
0196.jpeg,Association
0196.jpeg,with
0196.jpeg,Claidroid
0196.jpeg,Technologies
0196.jpeg,Pvt.
0196.jpeg,"Ltd.,"
0196.jpeg,The
0196.jpeg,Institution
0196.jpeg,of
0196.jpeg,Engineering
0196.jpeg,and
0196.jpeg,Technology
0196.jpeg,(IET)
0196.jpeg,&
0196.jpeg,Industry
0196.jpeg,Institute
0196.jpeg,Interaction
0196.jpeg,Cell
0196.jpeg,(I1IC)
0196.jpeg,of
0196.jpeg,"KJSIT,"
0196.jpeg,Mumbai
0196.jpeg,e
0196.jpeg,=
0196.jpeg,Vinay
0196.jpeg,Sawarkar
0196.jpeg,GE©
0196.jpeg,Claidroid
0196.jpeg,Technologies
0196.jpeg,Pvt
0196.jpeg,Ltd
0196.jpeg,CTPL/Internship/Comp/0120231576
0196.jpeg, 
0197.jpeg,Education
0197.jpeg,Azadi
0197.jpeg,(GOVERNMENT
0197.jpeg,OF
0197.jpeg,INDIA)
0197.jpeg,Ka
0197.jpeg,Amrit
0197.jpeg,Mahotsav
0197.jpeg,MoE’
0197.jpeg,Ministry
0197.jpeg,of
0197.jpeg,<P
0197.jpeg,INNOVATION
0197.jpeg,CELL
0197.jpeg,©
0197.jpeg,Z
0197.jpeg, 
0197.jpeg,INDIA
0197.jpeg,5
0197.jpeg,y
0197.jpeg,HACKATHON
0197.jpeg,2022
0197.jpeg,#SIH
0197.jpeg,Senior
0197.jpeg,Software
0197.jpeg,Edition
0197.jpeg,Winner
0197.jpeg,This
0197.jpeg,Certificate
0197.jpeg,is
0197.jpeg,awarded
0197.jpeg,to
0197.jpeg, 
0197.jpeg,Ja
0197.jpeg,Munjapas
0197.jpeg,Oo
0197.jpeg,the
0197.jpeg,winner
0197.jpeg,2022
0197.jpeg,Heartiest
0197.jpeg,Congratulations!
0197.jpeg,be
0197.jpeg,N4
0197.jpeg,a
0197.jpeg,Aly
0197.jpeg,de
0197.jpeg,Sh.
0197.jpeg,K
0197.jpeg,Sanjay
0197.jpeg,Murthy
0197.jpeg,Prof.
0197.jpeg,Anil
0197.jpeg,D.
0197.jpeg,Sahasrabudhe
0197.jpeg,Dr.
0197.jpeg,Abhay
0197.jpeg,Jere
0197.jpeg,Dr.
0197.jpeg,Anand
0197.jpeg,Deshpande
0197.jpeg,"Secretary,"
0197.jpeg,Higher
0197.jpeg,"Education,"
0197.jpeg,"Chairman,"
0197.jpeg,AICTE
0197.jpeg,Chief
0197.jpeg,Innovation
0197.jpeg,"Officer,"
0197.jpeg,Chairman
0197.jpeg,and
0197.jpeg,"MD,"
0197.jpeg,Ministry
0197.jpeg,of
0197.jpeg,Education
0197.jpeg,Ministry
0197.jpeg,of
0197.jpeg,Education
0197.jpeg,Ministry
0197.jpeg,of
0197.jpeg,Education's
0197.jpeg,Innovation
0197.jpeg,Cell
0197.jpeg,Persistent
0197.jpeg,Systems
0197.jpeg,[>
0197.jpeg,Broadcast
0197.jpeg,Partner
0197.jpeg,Partner
0197.jpeg,aws
0197.jpeg,~~
0197.jpeg, 
0198.jpeg,SOMAIYA
0198.jpeg,_
0198.jpeg,VIDYAVIHAR
0198.jpeg,=
0198.jpeg,Engineering
0198.jpeg,and
0198.jpeg,Technology
0198.jpeg,8
0198.jpeg,&
0198.jpeg,SK
0198.jpeg,J
0198.jpeg,Somaiya
0198.jpeg,Institute
0198.jpeg,of
0198.jpeg,Technology
0198.jpeg,GDSC
0198.jpeg,KJSIT
0198.jpeg,An
0198.jpeg,Autonomous
0198.jpeg,Institute
0198.jpeg,Permanently
0198.jpeg,Affiliated
0198.jpeg,to
0198.jpeg,the
0198.jpeg,University
0198.jpeg,of
0198.jpeg,Mumbai
0198.jpeg,Certificate
0198.jpeg,of
0198.jpeg,This
0198.jpeg,is
0198.jpeg,to
0198.jpeg,certify
0198.jpeg,that
0198.jpeg,Mr.
0198.jpeg,/Ms.
0198.jpeg,Of
0198.jpeg,__Computer
0198.jpeg,Dept
0198.jpeg,-
0198.jpeg,from_GDSc
0198.jpeg,x
0198.jpeg,NET
0198.jpeg,was
0198.jpeg,the
0198.jpeg,Volunteer
0198.jpeg,in
0198.jpeg,the
0198.jpeg,inter
0198.jpeg,collegiate
0198.jpeg,project
0198.jpeg,development
0198.jpeg,bootcamp
0198.jpeg,named
0198.jpeg,"""Idea"
0198.jpeg,to
0198.jpeg,Deployment:
0198.jpeg,Training
0198.jpeg,&
0198.jpeg,Competition”
0198.jpeg,on
0198.jpeg,21st
0198.jpeg,January
0198.jpeg,2023
0198.jpeg,organized
0198.jpeg,by
0198.jpeg,the
0198.jpeg,Google
0198.jpeg,Developer
0198.jpeg,Student
0198.jpeg,Club
0198.jpeg,in
0198.jpeg,association
0198.jpeg,with
0198.jpeg,the
0198.jpeg,Institution
0198.jpeg,of
0198.jpeg,Engineering
0198.jpeg,and
0198.jpeg,"Technology,"
0198.jpeg,Mumbai
0198.jpeg,"LN,"
0198.jpeg,dice
0198.jpeg,Mr.
0198.jpeg,Vikrant
0198.jpeg,Sankhe
0198.jpeg,:
0198.jpeg,.
0198.jpeg,Dr.
0198.jpeg,Sunita
0198.jpeg,Patil
0198.jpeg,Dr.
0198.jpeg,Suresh
0198.jpeg,Ukarande
0198.jpeg,"Chairman,"
0198.jpeg,IET
0198.jpeg,Mumbai
0198.jpeg,LN
0198.jpeg,Vice
0198.jpeg,"Principal,"
0198.jpeg,KJSIT
0198.jpeg,"Principal,"
0198.jpeg,KJSIT
0198.jpeg,IET
0198.jpeg,Convener
0198.jpeg, 
0199.jpeg, 
0199.jpeg,|
0199.jpeg, 
0199.jpeg,a
0199.jpeg,——
0199.jpeg,"Ning,"
0199.jpeg,x
0199.jpeg,NS
0199.jpeg,G
0199.jpeg,IC
0199.jpeg,if
0199.jpeg,Ba
0199.jpeg,es
0199.jpeg,aw
0199.jpeg,ww
0199.jpeg,am
0199.jpeg,Sa
0199.jpeg,Established
0199.jpeg,by
0199.jpeg,an
0199.jpeg,Act
0199.jpeg,of
0199.jpeg,the
0199.jpeg,S
0199.jpeg,rea
0199.jpeg,IEEE
0199.jpeg,IEEE
0199.jpeg,ig.
0199.jpeg,Era
0199.jpeg,CERTIFICATE
0199.jpeg,OF
0199.jpeg,PRESENTATION
0199.jpeg,This
0199.jpeg,is
0199.jpeg,to
0199.jpeg,certify
0199.jpeg,that
0199.jpeg,Sridhar
0199.jpeg,Menon
0199.jpeg,have
0199.jpeg,successfully
0199.jpeg,presented
0199.jpeg,the
0199.jpeg,paper
0199.jpeg,entitled
0199.jpeg,DERMATO:
0199.jpeg,An
0199.jpeg,Application
0199.jpeg,for
0199.jpeg,Acne
0199.jpeg,Subtype
0199.jpeg,and
0199.jpeg,Severity
0199.jpeg,Detection
0199.jpeg,at
0199.jpeg,the
0199.jpeg,International
0199.jpeg,Conference
0199.jpeg,on
0199.jpeg,Innovative
0199.jpeg,Data
0199.jpeg,Communication
0199.jpeg,Technologies
0199.jpeg,and
0199.jpeg,Application
0199.jpeg,(ICIDCA
0199.jpeg,20238)
0199.jpeg,organized
0199.jpeg,by
0199.jpeg,Graphic
0199.jpeg,Era
0199.jpeg,Hill
0199.jpeg,"University,"
0199.jpeg,"Dehradun,"
0199.jpeg,India
0199.jpeg,on
0199.jpeg,"14-16,"
0199.jpeg,March
0199.jpeg,2023
0199.jpeg,|
0199.jpeg,}
0199.jpeg,(1g)
0199.jpeg,)—
0199.jpeg,Session
0199.jpeg,Chair
0199.jpeg,onvener
0199.jpeg,ice-Chancellor
0199.jpeg,Prof.
0199.jpeg,(Dr.)
0199.jpeg,Mahesh
0199.jpeg,Manchanda
0199.jpeg,Prof.
0199.jpeg,(Dr.)
0199.jpeg,R.
0199.jpeg,Gowri
0199.jpeg,IEEE
0199.jpeg,XPLORE
0199.jpeg,COMPLIANT
0199.jpeg,ISBN:
0199.jpeg,979-8-3503-9720-8
0199.jpeg,|
0199.jpeg, 
020.jpeg,Certificate
020.jpeg,no:
020.jpeg,U
020.jpeg,a
020.jpeg,e
020.jpeg,my
020.jpeg,Certificate
020.jpeg,url:
020.jpeg,Reference
020.jpeg,Number:
020.jpeg,0004
020.jpeg,CERTIFICATE
020.jpeg,OF
020.jpeg,COMPLETION
020.jpeg,Business
020.jpeg,Communication
020.jpeg,Skills:
020.jpeg,Business
020.jpeg,Writing
020.jpeg,&
020.jpeg,Grammar
020.jpeg,Instructors
020.jpeg,Alex
020.jpeg,Genadinik
020.jpeg,Priyanshu
020.jpeg,Singh3
020.jpeg,Date
020.jpeg,Nov.
020.jpeg,"17,2022"
020.jpeg,Length
020.jpeg,17
020.jpeg,total
020.jpeg,hours
0200.jpeg,Ors
0200.jpeg,SOMAIYA
0200.jpeg,|
0200.jpeg,=
0200.jpeg,T
0200.jpeg,The
0200.jpeg,Institution
0200.jpeg,of
0200.jpeg,s
0200.jpeg,VIDYAVIHAR
0200.jpeg,Engineering
0200.jpeg,and
0200.jpeg,Technology
0200.jpeg,“ye
0200.jpeg,iS
0200.jpeg,K
0200.jpeg,J
0200.jpeg,Somaiya
0200.jpeg,Institute
0200.jpeg,of
