id,text,tag
0198.jpeg,#ERROR!,O
0198.jpeg,Engineering,B-DES
0198.jpeg,and,I-DES
0198.jpeg,Technology,I-DES
0198.jpeg,8,I-DES
0198.jpeg,&,I-DES
0198.jpeg,SK,I-DES
0198.jpeg,J,I-DES
0198.jpeg,Somaiya,I-DES
0198.jpeg,Institute,I-DES
0198.jpeg,of,I-DES
0198.jpeg,Technology,I-DES
0198.jpeg,GDSC,B-COI
0198.jpeg,KJSIT,I-COI
0198.jpeg,An,B-DES
0198.jpeg,Autonomous,I-DES
0198.jpeg,Institute,I-DES
0198.jpeg,Permanently,I-DES
0198.jpeg,Affiliated,I-DES
0198.jpeg,to,I-DES
0198.jpeg,the,I-DES
0198.jpeg,University,I-DES
0198.jpeg,of,I-DES
0198.jpeg,Mumbai,I-DES
0198.jpeg,Certificate,B-TYP
0198.jpeg,of,I-TYP
0198.jpeg,This,B-DES
0198.jpeg,is,I-DES
0198.jpeg,to,I-DES
0198.jpeg,certify,I-DES
0198.jpeg,that,I-DES
0198.jpeg,Mr.,B-STU
0198.jpeg,/Ms.,I-STU
0198.jpeg,Of,B-DES
0198.jpeg,__Computer,I-DES
0198.jpeg,Dept,I-DES
0198.jpeg,-,I-DES
0198.jpeg,from_GDSc,B-COI
0198.jpeg,x,B-DES
0198.jpeg,NET,I-DES
0198.jpeg,was,I-DES
0198.jpeg,the,I-DES
0198.jpeg,Volunteer,I-DES
0198.jpeg,in,I-DES
0198.jpeg,the,I-DES
0198.jpeg,inter,I-DES
0198.jpeg,collegiate,I-DES
0198.jpeg,project,I-DES
0198.jpeg,development,I-DES
0198.jpeg,bootcamp,I-DES
0198.jpeg,named,I-DES
0198.jpeg,"""Idea",I-DES
0198.jpeg,to,I-DES
0198.jpeg,Deployment:,I-DES
0198.jpeg,Training,I-DES
0198.jpeg,&,I-DES
0198.jpeg,Competition”,I-DES
0198.jpeg,on,I-DES
0198.jpeg,21st,B-DAT
0198.jpeg,January,I-DAT
0198.jpeg,2023,I-DAT
0198.jpeg,organized,B-DES
0198.jpeg,by,I-DES
0198.jpeg,the,I-DES
0198.jpeg,Google,B-COI
0198.jpeg,Developer,I-COI
0198.jpeg,Student,I-COI
0198.jpeg,Club,I-COI
0198.jpeg,in,I-COI
0198.jpeg,association,I-COI
0198.jpeg,with,I-COI
0198.jpeg,the,I-COI
0198.jpeg,Institution,I-COI
0198.jpeg,of,I-COI
0198.jpeg,Engineering,I-COI
0198.jpeg,and,I-COI
0198.jpeg,"Technology,",I-COI
0198.jpeg,Mumbai,I-COI
0198.jpeg,"LN,",I-COI
0198.jpeg,dice,I-COI
0198.jpeg,Mr.,B-NCER
0198.jpeg,Vikrant,I-NCER
0198.jpeg,Sankhe,I-NCER
0198.jpeg,:,I-NCER
0198.jpeg,.,I-NCER
0198.jpeg,Dr.,I-NCER
0198.jpeg,Sunita,I-NCER
0198.jpeg,Patil,I-NCER
0198.jpeg,Dr.,I-NCER
0198.jpeg,Suresh,I-NCER
0198.jpeg,Ukarande,I-NCER
0198.jpeg,"Chairman,",I-NCER
0198.jpeg,IET,I-NCER
0198.jpeg,Mumbai,I-NCER
0198.jpeg,LN,I-NCER
0198.jpeg,Vice,I-NCER
0198.jpeg,"Principal,",I-NCER
0198.jpeg,KJSIT,I-NCER
0198.jpeg,"Principal,",I-NCER
0198.jpeg,KJSIT,I-NCER
0198.jpeg,IET,I-NCER
0198.jpeg,Convener,I-NCER
0198.jpeg,,O
0199.jpeg,,O
0199.jpeg,|,O
0199.jpeg,,O
0199.jpeg,a,O
0199.jpeg,——,O
0199.jpeg,"Ning,",O
0199.jpeg,x,O
0199.jpeg,NS,O
0199.jpeg,G,O
0199.jpeg,IC,O
0199.jpeg,if,O
0199.jpeg,Ba,O
0199.jpeg,es,O
0199.jpeg,aw,O
0199.jpeg,ww,O
0199.jpeg,am,O
0199.jpeg,Sa,O
0199.jpeg,Established,O
0199.jpeg,by,O
0199.jpeg,an,O
0199.jpeg,Act,O
0199.jpeg,of,O
0199.jpeg,the,O
0199.jpeg,S,O
0199.jpeg,rea,O
0199.jpeg,IEEE,B-COI
0199.jpeg,IEEE,I-COI
0199.jpeg,ig.,O
0199.jpeg,Era,O
0199.jpeg,CERTIFICATE,B-TYP
0199.jpeg,OF,I-TYP
0199.jpeg,PRESENTATION,I-TYP
0199.jpeg,This,B-DES
0199.jpeg,is,I-DES
0199.jpeg,to,I-DES
0199.jpeg,certify,I-DES
0199.jpeg,that,I-DES
0199.jpeg,Sridhar,B-STU
0199.jpeg,Menon,I-STU
0199.jpeg,have,B-DES
0199.jpeg,successfully,I-DES
0199.jpeg,presented,B-TYP
0199.jpeg,the,I-TYP
0199.jpeg,paper,I-TYP
0199.jpeg,entitled,B-DES
0199.jpeg,DERMATO:,I-DES
0199.jpeg,An,I-DES
0199.jpeg,Application,I-DES
0199.jpeg,for,I-DES
0199.jpeg,Acne,I-DES
0199.jpeg,Subtype,I-DES
0199.jpeg,and,I-DES
0199.jpeg,Severity,I-DES
0199.jpeg,Detection,I-DES
0199.jpeg,at,I-DES
0199.jpeg,the,B-COI
0199.jpeg,International,I-COI
0199.jpeg,Conference,I-COI
0199.jpeg,on,I-COI
0199.jpeg,Innovative,I-COI
0199.jpeg,Data,I-COI
0199.jpeg,Communication,I-COI
0199.jpeg,Technologies,I-COI
0199.jpeg,and,I-COI
0199.jpeg,Application,I-COI
0199.jpeg,(ICIDCA,I-COI
0199.jpeg,20238),I-COI
0199.jpeg,organized,I-COI
0199.jpeg,by,I-COI
0199.jpeg,Graphic,I-COI
0199.jpeg,Era,I-COI
0199.jpeg,Hill,I-COI
0199.jpeg,"University,",I-COI
0199.jpeg,"Dehradun,",I-COI
0199.jpeg,India,I-COI
0199.jpeg,on,B-DES
0199.jpeg,"14-16,",B-DAT
0199.jpeg,March,I-DAT
0199.jpeg,2023,I-DAT
0199.jpeg,|,O
0199.jpeg,},O
0199.jpeg,(1g),O
0199.jpeg,)—,O
0199.jpeg,Session,B-NCER
0199.jpeg,Chair,I-NCER
0199.jpeg,onvener,I-NCER
0199.jpeg,ice-Chancellor,I-NCER
0199.jpeg,Prof.,I-NCER
0199.jpeg,(Dr.),I-NCER
0199.jpeg,Mahesh,I-NCER
0199.jpeg,Manchanda,I-NCER
0199.jpeg,Prof.,I-NCER
0199.jpeg,(Dr.),I-NCER
0199.jpeg,R.,I-NCER
0199.jpeg,Gowri,I-NCER
0199.jpeg,IEEE,I-NCER
0199.jpeg,XPLORE,I-NCER
0199.jpeg,COMPLIANT,I-NCER
0199.jpeg,ISBN:,B-DES
0199.jpeg,979-8-3503-9720-8,I-DES
0199.jpeg,|,I-DES
0199.jpeg,,O
020.jpeg,Certificate,B-DES
020.jpeg,no:,I-DES
020.jpeg,U,B-COI
020.jpeg,a,I-COI
020.jpeg,e,I-COI
020.jpeg,my,I-COI
020.jpeg,Certificate,B-DES
020.jpeg,url:,I-DES
020.jpeg,Reference,I-DES
020.jpeg,Number:,I-DES
020.jpeg,4,I-DES
020.jpeg,CERTIFICATE,B-TYP
020.jpeg,OF,I-TYP
020.jpeg,COMPLETION,I-TYP
020.jpeg,Business,B-DES
020.jpeg,Communication,I-DES
020.jpeg,Skills:,I-DES
020.jpeg,Business,I-DES
020.jpeg,Writing,I-DES
020.jpeg,&,I-DES
020.jpeg,Grammar,I-DES
020.jpeg,Instructors,B-NCER
020.jpeg,Alex,I-NCER
020.jpeg,Genadinik,I-NCER
020.jpeg,Priyanshu,B-STU
020.jpeg,Singh3,I-STU
020.jpeg,Date,B-DAT
020.jpeg,Nov.,I-DAT
020.jpeg,"1,72,022",I-DAT
020.jpeg,Length,I-DAT
020.jpeg,17,I-DAT
020.jpeg,total,I-DAT
020.jpeg,hours,I-DAT
0200.jpeg,Ors,B-DES
0200.jpeg,SOMAIYA,I-DES
0200.jpeg,|,I-DES
0200.jpeg,#ERROR!,O
0200.jpeg,T,B-DES
0200.jpeg,The,B-COI
0200.jpeg,Institution,I-COI
0200.jpeg,of,I-COI
0200.jpeg,s,B-DES
0200.jpeg,VIDYAVIHAR,I-DES
0200.jpeg,Engineering,B-COI
0200.jpeg,and,I-COI
0200.jpeg,Technology,I-COI
0200.jpeg,“ye,B-DES
0200.jpeg,iS,I-DES
0200.jpeg,K,I-DES
0200.jpeg,J,I-DES
0200.jpeg,Somaiya,I-DES
0200.jpeg,Institute,I-DES
0200.jpeg,of,I-DES
0200.jpeg,Technology,I-DES
0200.jpeg,Participation,B-TYP
0200.jpeg,Certificate,I-TYP
0200.jpeg,oF,B-DES
0200.jpeg,Sridhar,B-STU
0200.jpeg,S,I-STU
0200.jpeg,Menon,I-STU
0200.jpeg,has,B-DES
0200.jpeg,participated,I-DES
0200.jpeg,in,I-DES
0200.jpeg,National,I-DES
0200.jpeg,Level,I-DES
0200.jpeg,Poster,I-DES
0200.jpeg,cum,I-DES
0200.jpeg,Project,I-DES
0200.jpeg,Competition,I-DES
0200.jpeg,“KJSIT-IET-INTECH,I-DES
0200.jpeg,2K23”,I-DES
0200.jpeg,organized,I-DES
0200.jpeg,by,I-DES
0200.jpeg,K,I-DES
0200.jpeg,J,I-DES
0200.jpeg,Somaiya,I-DES
0200.jpeg,Institute,I-DES
0200.jpeg,of,I-DES
0200.jpeg,"Technology,",I-DES
0200.jpeg,"Sion,",I-DES
0200.jpeg,Mumbai,I-DES
0200.jpeg,in,I-DES
0200.jpeg,association,I-DES
0200.jpeg,with,I-DES
0200.jpeg,The,B-COI
0200.jpeg,Institution,I-COI
0200.jpeg,of,I-COI
0200.jpeg,Engineering,I-COI
0200.jpeg,and,I-COI
0200.jpeg,"Technology,",I-COI
0200.jpeg,Mumbai,I-COI
0200.jpeg,Local,I-COI
0200.jpeg,Network,I-COI
0200.jpeg,,O
0200.jpeg,on,B-DAT
0200.jpeg,March,I-DAT
0200.jpeg,"25,",I-DAT
0200.jpeg,2023,I-DAT
0200.jpeg,pee,O
0200.jpeg,Mr.,B-NCER
0200.jpeg,Vikrant,I-NCER
0200.jpeg,Sankhe,I-NCER
0200.jpeg,Dr.,I-NCER
0200.jpeg,Sunita,I-NCER
0200.jpeg,Patil,I-NCER
0200.jpeg,Dr.,I-NCER
0200.jpeg,Suresh,I-NCER
0200.jpeg,Ukarande,I-NCER
0200.jpeg,"Chairman,",I-NCER
0200.jpeg,IET,I-NCER
0200.jpeg,Mumbai,I-NCER
0200.jpeg,LN,I-NCER
0200.jpeg,Vice,I-NCER
0200.jpeg,"Principal,",I-NCER
0200.jpeg,KJSIEIT,I-NCER
0200.jpeg,"Principal,",I-NCER
0200.jpeg,KJSIEIT,I-NCER
0200.jpeg,,O
0201.jpeg,SN,O
0201.jpeg,WHEN,O
0201.jpeg,VLA,O
0201.jpeg,OE,O
0201.jpeg,EE,O
0201.jpeg,ie,O
0201.jpeg,Tay,O
0201.jpeg,J,O
0201.jpeg,||,O
0201.jpeg,A,O
0201.jpeg,aes,O
0201.jpeg,<3,O
0201.jpeg,‘,O
0201.jpeg,,O
0201.jpeg,,O
0201.jpeg,""";",O
0201.jpeg,Certificate,B-TYP
0201.jpeg,of,I-TYP
0201.jpeg,Participation,I-TYP
0201.jpeg,ro,O
0201.jpeg,«,O
0201.jpeg,This,O
0201.jpeg,is,O
0201.jpeg,to,O
0201.jpeg,Certify,O
0201.jpeg,that,O
0201.jpeg,Bro/sis.,B-STU
0201.jpeg,fas,O
0201.jpeg,participated,O
0201.jpeg,in,O
0201.jpeg,the,O
0201.jpeg,,O
0201.jpeg,year,O
0201.jpeg,2003,B-DAT
0201.jpeg,-,I-DAT
0201.jpeg,2003,I-DAT
0201.jpeg,,O
0202.jpeg,Certificate,B-TYP
0202.jpeg,of,I-TYP
0202.jpeg,Participation,I-TYP
0202.jpeg,Presented,B-DES
0202.jpeg,to,I-DES
0202.jpeg,(Siddhanth,B-STU
0202.jpeg,Shah,I-STU
0202.jpeg,for,B-DES
0202.jpeg,successfully,I-DES
0202.jpeg,completing,I-DES
0202.jpeg,a,I-DES
0202.jpeg,one-month,I-DES
0202.jpeg,internship,I-DES
0202.jpeg,program,I-DES
0202.jpeg,on,I-DES
0202.jpeg,"Azure,",I-DES
0202.jpeg,Java,I-DES
0202.jpeg,and,I-DES
0202.jpeg,Web,I-DES
0202.jpeg,Development,I-DES
0202.jpeg,prom,I-DES
0202.jpeg,December,B-DAT
0202.jpeg,2022,I-DAT
0202.jpeg,to,I-DAT
0202.jpeg,January,I-DAT
0202.jpeg,2023,I-DAT
0202.jpeg,Organized,B-DES
0202.jpeg,bay,I-DES
0202.jpeg,Department,I-DES
0202.jpeg,of,I-DES
0202.jpeg,Computer,I-DES
0202.jpeg,Engineering,I-DES
0202.jpeg,In,I-DES
0202.jpeg,Association,I-DES
0202.jpeg,with,I-DES
0202.jpeg,Claidroid,B-COI
0202.jpeg,Technologies,I-COI
0202.jpeg,Pvt.,I-COI
0202.jpeg,"Ltd.,",I-COI
0202.jpeg,The,I-COI
0202.jpeg,Institution,I-COI
0202.jpeg,of,I-COI
0202.jpeg,Engineering,I-COI
0202.jpeg,and,I-COI
0202.jpeg,Technology,I-COI
0202.jpeg,(IET),I-COI
0202.jpeg,&,I-COI
0202.jpeg,Industry,I-COI
0202.jpeg,Institute,I-COI
0202.jpeg,Interaction,I-COI
0202.jpeg,Cell,I-COI
0202.jpeg,of,I-COI
0202.jpeg,"KJSIT,",I-COI
0202.jpeg,Mumbai,I-COI
0202.jpeg,e,O
0202.jpeg,#ERROR!,O
0202.jpeg,Vinay,B-NCER
0202.jpeg,Sawarkar,I-NCER
0202.jpeg,GE©,I-NCER
0202.jpeg,Claidroid,I-NCER
0202.jpeg,Technologies,I-NCER
0202.jpeg,Pvt,I-NCER
0202.jpeg,Ltd,I-NCER
0202.jpeg,CTPL/Internship/Comp/0120231587,B-DES
0202.jpeg,,O
0203.jpeg,Ors,B-DES
0203.jpeg,SOMAIYA,I-DES
0203.jpeg,|,I-DES
0203.jpeg,#ERROR!,O
0203.jpeg,T,B-COI
0203.jpeg,The,I-COI
0203.jpeg,Institution,I-COI
0203.jpeg,of,I-COI
0203.jpeg,s,B-DES
0203.jpeg,VIDYAVIHAR,I-DES
0203.jpeg,Engineering,B-COI
0203.jpeg,and,I-COI
0203.jpeg,Technology,I-COI
0203.jpeg,“ye,B-DES
0203.jpeg,iS,I-DES
0203.jpeg,K,I-DES
0203.jpeg,J,I-DES
0203.jpeg,Somaiya,I-DES
0203.jpeg,Institute,I-DES
0203.jpeg,of,I-DES
0203.jpeg,Technology,I-DES
0203.jpeg,Participation,B-TYP
0203.jpeg,Certificate,I-TYP
0203.jpeg,oF,B-DES
0203.jpeg,Yash,B-STU
0203.jpeg,Chauhan,I-STU
0203.jpeg,has,B-DES
0203.jpeg,participated,I-DES
0203.jpeg,in,I-DES
0203.jpeg,National,I-DES
0203.jpeg,Level,I-DES
0203.jpeg,Poster,I-DES
0203.jpeg,cum,I-DES
0203.jpeg,Project,I-DES
0203.jpeg,Competition,I-DES
0203.jpeg,“KJSIT-IET-INTECH,I-DES
0203.jpeg,2K23”,I-DES
0203.jpeg,organized,I-DES
0203.jpeg,by,I-DES
0203.jpeg,K,I-DES
0203.jpeg,J,I-DES
0203.jpeg,Somaiya,I-DES
0203.jpeg,Institute,I-DES
0203.jpeg,of,I-DES
0203.jpeg,"Technology,",I-DES
0203.jpeg,"Sion,",I-DES
0203.jpeg,Mumbai,I-DES
0203.jpeg,in,I-DES
0203.jpeg,association,I-DES
0203.jpeg,with,I-DES
0203.jpeg,The,B-COI
0203.jpeg,Institution,I-COI
0203.jpeg,of,I-COI
0203.jpeg,Engineering,I-COI
0203.jpeg,and,I-COI
0203.jpeg,"Technology,",I-COI
0203.jpeg,Mumbai,I-COI
0203.jpeg,Local,I-COI
0203.jpeg,Network,I-COI
0203.jpeg,,O
0203.jpeg,on,B-DAT
0203.jpeg,March,I-DAT
0203.jpeg,"25,",I-DAT
0203.jpeg,2023,I-DAT
0203.jpeg,pee,O
0203.jpeg,Mr.,B-NCER
0203.jpeg,Vikrant,I-NCER
0203.jpeg,Sankhe,I-NCER
0203.jpeg,Dr.,I-NCER
0203.jpeg,Sunita,I-NCER
0203.jpeg,Patil,I-NCER
0203.jpeg,Dr.,I-NCER
0203.jpeg,Suresh,I-NCER
0203.jpeg,Ukarande,I-NCER
0203.jpeg,"Chairman,",I-NCER
0203.jpeg,IET,I-NCER
0203.jpeg,Mumbai,I-NCER
0203.jpeg,LN,I-NCER
0203.jpeg,Vice,I-NCER
0203.jpeg,"Principal,",I-NCER
0203.jpeg,KJSIEIT,I-NCER
0203.jpeg,"Principal,",I-NCER
0203.jpeg,KJSIEIT,I-NCER
0203.jpeg,,O
0204.jpeg,Certificate,B-TYP
0204.jpeg,of,I-TYP
0204.jpeg,Participation,I-TYP
0204.jpeg,Presented,B-DES
0204.jpeg,to,I-DES
0204.jpeg,Yash,B-STU
0204.jpeg,Kemlesh,I-STU
0204.jpeg,ae,I-STU
0204.jpeg,aa,I-STU
0204.jpeg,"Dubey,",I-STU
0204.jpeg,successfully,B-DES
0204.jpeg,completing,I-DES
0204.jpeg,a,I-DES
0204.jpeg,one,I-DES
0204.jpeg,internship,I-DES
0204.jpeg,program,I-DES
0204.jpeg,on,I-DES
0204.jpeg,"Azure,",I-DES
0204.jpeg,Java,I-DES
0204.jpeg,and,I-DES
0204.jpeg,Web,I-DES
0204.jpeg,Development,I-DES
0204.jpeg,prom,I-DES
0204.jpeg,December,B-DAT
0204.jpeg,2022,I-DAT
0204.jpeg,to,I-DAT
0204.jpeg,January,I-DAT
0204.jpeg,2023,I-DAT
0204.jpeg,Organized,B-DES
0204.jpeg,bay,I-DES
0204.jpeg,Department,I-DES
0204.jpeg,of,I-DES
0204.jpeg,Computer,I-DES
0204.jpeg,Engineering,I-DES
0204.jpeg,In,I-DES
0204.jpeg,Association,I-DES
0204.jpeg,with,I-DES
0204.jpeg,Claidroid,B-COI
0204.jpeg,Technologies,I-COI
0204.jpeg,Pvt.,I-COI
0204.jpeg,"Ltd.,",I-COI
0204.jpeg,The,I-COI
0204.jpeg,Institution,I-COI
0204.jpeg,of,I-COI
0204.jpeg,Engineering,I-COI
0204.jpeg,and,I-COI
0204.jpeg,Technology,I-COI
0204.jpeg,(IET),I-COI
0204.jpeg,&,I-COI
0204.jpeg,Industry,I-COI
0204.jpeg,Institute,I-COI
0204.jpeg,Interaction,I-COI
0204.jpeg,Cell,I-COI
0204.jpeg,(I1IC),I-COI
0204.jpeg,of,I-COI
0204.jpeg,"KJSIT,",I-COI
0204.jpeg,Mumbai,I-COI
0204.jpeg,Vinay,B-NCER
0204.jpeg,Vinay,I-NCER
0204.jpeg,Sawarkar,I-NCER
0204.jpeg,GE©,I-NCER
0204.jpeg,Claidroid,I-NCER
0204.jpeg,Technologies,I-NCER
0204.jpeg,Pvt,I-NCER
0204.jpeg,Ltd,I-NCER
0204.jpeg,CTPL/Internship/Comp/0120231580,B-DES
0204.jpeg,,O
0205.jpeg,Certificate,B-DES
0205.jpeg,no:,I-DES
0205.jpeg,U,B-COI
0205.jpeg,a,I-COI
0205.jpeg,eC,I-COI
0205.jpeg,my,I-COI
0205.jpeg,Certificate,B-DES
0205.jpeg,url:,I-DES
0205.jpeg,ude.my/UC-84H9ebd-3aff-4e20-b6b9-8889d4da5574,I-DES
0205.jpeg,Reference,I-DES
0205.jpeg,Number:,I-DES
0205.jpeg,4,I-DES
0205.jpeg,CERTIFICATE,B-TYP
0205.jpeg,OF,I-TYP
0205.jpeg,COMPLETION,I-TYP
0205.jpeg,Python,B-DES
0205.jpeg,:,I-DES
0205.jpeg,Master,I-DES
0205.jpeg,Programming,I-DES
0205.jpeg,and,I-DES
0205.jpeg,Development,I-DES
0205.jpeg,with,I-DES
0205.jpeg,15,I-DES
0205.jpeg,Projects,B-NCER
0205.jpeg,Instructors,I-NCER
0205.jpeg,Dev,I-NCER
0205.jpeg,Nirwal,I-NCER
0205.jpeg,Taaha,B-STU
0205.jpeg,Multani,I-STU
0205.jpeg,Date,B-DAT
0205.jpeg,April,I-DAT
0205.jpeg,Length,I-DAT
0205.jpeg,32,I-DAT
0205.jpeg,total,I-DAT
0205.jpeg,hours,I-DAT
0206.jpeg,he,B-TYP
0206.jpeg,Certificate,I-TYP
0206.jpeg,of,I-TYP
0206.jpeg,Appreciation,I-TYP
0206.jpeg,This,B-DES
0206.jpeg,is,I-DES
0206.jpeg,presented,I-DES
0206.jpeg,to,I-DES
0206.jpeg,Ananya,B-STU
0206.jpeg,Srivastava,I-STU
0206.jpeg,for,B-DES
0206.jpeg,being,I-DES
0206.jpeg,a,I-DES
0206.jpeg,co-author,B-TYP
0206.jpeg,of,I-TYP
0206.jpeg,the,I-TYP
0206.jpeg,anthology,I-TYP
0206.jpeg,"""Waves",B-DES
0206.jpeg,of,I-DES
0206.jpeg,Resonance,I-DES
0206.jpeg,"Volume-I""",I-DES
0206.jpeg,published,I-DES
0206.jpeg,by,I-DES
0206.jpeg,"""The",I-DES
0206.jpeg,"wordings""",I-DES
0206.jpeg,.,O
0206.jpeg,ASHUTOSH,B-NCER
0206.jpeg,KUMAR,I-NCER
0206.jpeg,FOUNDER,I-NCER
0206.jpeg,&,I-NCER
0206.jpeg,CEO,I-NCER
0206.jpeg,THE,I-NCER
0206.jpeg,WORDINGS,I-NCER
0207.jpeg,Ors,I-NCER
0207.jpeg,SOMAIYA,I-NCER
0207.jpeg,|,I-NCER
0207.jpeg,#ERROR!,O
0207.jpeg,T,B-COI
0207.jpeg,The,I-COI
0207.jpeg,Institution,I-COI
0207.jpeg,of,I-COI
0207.jpeg,s,B-DES
0207.jpeg,VIDYAVIHAR,I-DES
0207.jpeg,Engineering,I-DES
0207.jpeg,and,I-DES
0207.jpeg,Technology,I-DES
0207.jpeg,“ye,I-DES
0207.jpeg,iS,I-DES
0207.jpeg,K,I-DES
0207.jpeg,J,I-DES
0207.jpeg,Somaiya,I-DES
0207.jpeg,Institute,I-DES
0207.jpeg,of,I-DES
0207.jpeg,Technology,I-DES
0207.jpeg,Participation,B-TYP
0207.jpeg,Certificate,I-TYP
0207.jpeg,oF,I-TYP
0207.jpeg,Jash,B-STU
0207.jpeg,J.,I-STU
0207.jpeg,Joshi,I-STU
0207.jpeg,has,B-DES
0207.jpeg,participated,I-DES
0207.jpeg,in,I-DES
0207.jpeg,National,I-DES
0207.jpeg,Level,I-DES
0207.jpeg,Poster,I-DES
0207.jpeg,cum,I-DES
0207.jpeg,Project,I-DES
0207.jpeg,Competition,I-DES
0207.jpeg,“KJSIT-IET-INTECH,I-DES
0207.jpeg,2K23”,I-DES
0207.jpeg,organized,I-DES
0207.jpeg,by,I-DES
0207.jpeg,K,I-DES
0207.jpeg,J,I-DES
0207.jpeg,Somaiya,I-DES
0207.jpeg,Institute,I-DES
0207.jpeg,of,I-DES
0207.jpeg,"Technology,",I-DES
0207.jpeg,"Sion,",I-DES
0207.jpeg,Mumbai,I-DES
0207.jpeg,in,I-DES
0207.jpeg,association,I-DES
0207.jpeg,with,I-DES
0207.jpeg,The,B-COI
0207.jpeg,Institution,I-COI
0207.jpeg,of,I-COI
0207.jpeg,Engineering,I-COI
0207.jpeg,and,I-COI
0207.jpeg,"Technology,",I-COI
0207.jpeg,Mumbai,I-COI
0207.jpeg,Local,I-COI
0207.jpeg,Network,I-COI
0207.jpeg,,O
0207.jpeg,on,B-DAT
0207.jpeg,March,I-DAT
0207.jpeg,"25,",I-DAT
0207.jpeg,2023,I-DAT
0207.jpeg,pee,O
0207.jpeg,Mr.,B-NCER
0207.jpeg,Vikrant,I-NCER
0207.jpeg,Sankhe,I-NCER
0207.jpeg,Dr.,I-NCER
0207.jpeg,Sunita,I-NCER
0207.jpeg,Patil,I-NCER
0207.jpeg,Dr.,I-NCER
0207.jpeg,Suresh,I-NCER
0207.jpeg,Ukarande,I-NCER
0207.jpeg,"Chairman,",I-NCER
0207.jpeg,IET,I-NCER
0207.jpeg,Mumbai,I-NCER
0207.jpeg,LN,I-NCER
0207.jpeg,Vice,I-NCER
0207.jpeg,"Principal,",I-NCER
0207.jpeg,KJSIEIT,I-NCER
0207.jpeg,"Principal,",I-NCER
0207.jpeg,KJSIEIT,I-NCER
0207.jpeg,,O
0208.jpeg,at,B-DES
0208.jpeg,Be,I-DES
0208.jpeg,‘Partnering,I-DES
0208.jpeg,Success,I-DES
0208.jpeg,Certificate#:,I-DES
0208.jpeg,KI,I-DES
0208.jpeg,CERTIFICATE,B-TYP
0208.jpeg,of,I-TYP
0208.jpeg,Internship,I-TYP
0208.jpeg,This,B-DES
0208.jpeg,Certificate,I-DES
0208.jpeg,is,I-DES
0208.jpeg,Presented,I-DES
0208.jpeg,to,I-DES
0208.jpeg,dash,B-STU
0208.jpeg,Jayesh,I-STU
0208.jpeg,Joshi,I-STU
0208.jpeg,In,B-DES
0208.jpeg,appreciation,I-DES
0208.jpeg,of,I-DES
0208.jpeg,his/her,I-DES
0208.jpeg,effort,I-DES
0208.jpeg,during,I-DES
0208.jpeg,the,I-DES
0208.jpeg,Internship,I-DES
0208.jpeg,on,I-DES
0208.jpeg,,O
0208.jpeg,Python,B-DES
0208.jpeg,Programming,I-DES
0208.jpeg,With,I-DES
0208.jpeg,Project,I-DES
0208.jpeg,Design,I-DES
0208.jpeg,The,I-DES
0208.jpeg,tasks,I-DES
0208.jpeg,were,I-DES
0208.jpeg,given,I-DES
0208.jpeg,and,I-DES
0208.jpeg,completed,I-DES
0208.jpeg,between,I-DES
0208.jpeg,95-01-2023,I-DES
0208.jpeg,ang,I-DES
0208.jpeg,The,I-DES
0208.jpeg,tasks,I-DES
0208.jpeg,needed,I-DES
0208.jpeg,approximately,I-DES
0208.jpeg,of,I-DES
0208.jpeg,work,I-DES
0208.jpeg,and,I-DES
0208.jpeg,were,I-DES
0208.jpeg,completed,I-DES
0208.jpeg,within,I-DES
0208.jpeg,the,I-DES
0208.jpeg,deadlines.,I-DES
0208.jpeg,We,I-DES
0208.jpeg,are,I-DES
0208.jpeg,completely,I-DES
0208.jpeg,satisfied,I-DES
0208.jpeg,with,I-DES
0208.jpeg,the,I-DES
0208.jpeg,work,I-DES
0208.jpeg,done.,I-DES
0208.jpeg,Apr,B-DAT
0208.jpeg,"05,",I-DAT
0208.jpeg,2023,I-DAT
0208.jpeg,we,B-NCER
0208.jpeg,XxX,I-NCER
0208.jpeg,Cyberace,B-COI
0208.jpeg,Infovision,I-COI
0208.jpeg,Pvt.,I-COI
0208.jpeg,Ltd.,I-COI
0208.jpeg,(,B-NCER
0208.jpeg,Co-Founder),I-NCER
0208.jpeg,,O
0209.jpeg,SOMA,B-COI
0209.jpeg,YA,I-COI
0209.jpeg,K,I-COI
0209.jpeg,J,I-COI
0209.jpeg,Son,I-COI
0209.jpeg,ation,I-COI
0209.jpeg,Technology,I-COI
0209.jpeg,Certificate,B-TYP
0209.jpeg,of,B-DES
0209.jpeg,This,I-DES
0209.jpeg,is,I-DES
0209.jpeg,to,I-DES
0209.jpeg,certify,I-DES
0209.jpeg,that,I-DES
0209.jpeg,Mr.,B-STU
0209.jpeg,Him,B-DES
0209.jpeg,of,I-DES
0209.jpeg,comps,I-DES
0209.jpeg,from,I-DES
0209.jpeg,has,I-DES
0209.jpeg,been,I-DES
0209.jpeg,awarded,I-DES
0209.jpeg,place,I-DES
0209.jpeg,in,I-DES
0209.jpeg,the,I-DES
0209.jpeg,inter/iptra,I-DES
0209.jpeg,Collegiate,I-DES
0209.jpeg,__,I-DES
0209.jpeg,ance,I-DES
0209.jpeg,tournament,I-DES
0209.jpeg,in,I-DES
0209.jpeg,the,I-DES
0209.jpeg,Cultural,B-COI
0209.jpeg,"festival,",I-COI
